"TYPE","MONTH","DAY","HOUR","longitude","latitude","WEEKDAY"
"Theft from Vehicle",2,19,18,-123.083812685002,49.2698097089169,"Sunday"
"Theft from Vehicle",3,29,13,-123.083812685002,49.2698097089169,"Wednesday"
"Theft from Vehicle",6,16,17,-123.083812685002,49.2698097089169,"Friday"
"Theft from Vehicle",3,12,16,-123.159748558081,49.2378581560836,"Sunday"
"Mischief",7,10,17,-123.122014552597,49.2785405065261,"Monday"
"Mischief",12,8,15,-123.122014552597,49.2785405065261,"Friday"
"Mischief",12,18,18,-123.104164778867,49.2833625710653,"Monday"
"Theft from Vehicle",9,1,16,-123.159886632768,49.2375217226479,"Friday"
"Break and Enter Residential/Other",1,27,1,-123.131317808343,49.2861048777341,"Friday"
"Mischief",7,24,21,-123.104162161286,49.2834254496976,"Monday"
"Theft from Vehicle",6,3,11,-123.102155029781,49.2792862213782,"Saturday"
"Theft from Vehicle",12,14,22,-123.100854973656,49.2529407770449,"Thursday"
"Theft from Vehicle",9,9,7,-123.100854973656,49.2529407770449,"Saturday"
"Theft from Vehicle",9,9,2,-123.100854973656,49.2529407770449,"Saturday"
"Theft of Vehicle",8,31,18,-123.082814413798,49.2533755536014,"Thursday"
"Theft from Vehicle",5,23,13,-123.102155029781,49.2792862213782,"Tuesday"
"Theft from Vehicle",5,13,22,-123.102155029781,49.2792862213782,"Saturday"
"Theft from Vehicle",3,22,14,-123.102155029781,49.2792862213782,"Wednesday"
"Theft from Vehicle",11,14,20,-123.097868074899,49.2687120388904,"Tuesday"
"Theft from Vehicle",6,4,1,-123.038312799738,49.236730085052,"Sunday"
"Mischief",6,11,9,-123.099555472542,49.2714117645968,"Sunday"
"Theft from Vehicle",10,26,11,-123.12690740394,49.2831780984856,"Thursday"
"Theft of Vehicle",7,13,10,-123.082501955689,49.2532286153281,"Thursday"
"Break and Enter Residential/Other",7,11,0,-123.188690698902,49.2394849271095,"Tuesday"
"Theft from Vehicle",4,1,19,-123.125881726333,49.283856557132,"Saturday"
"Theft from Vehicle",11,10,18,-123.125881726333,49.283856557132,"Friday"
"Theft from Vehicle",12,6,16,-123.084910639005,49.2773580301542,"Wednesday"
"Theft from Vehicle",4,1,17,-123.098930818085,49.2692117165673,"Saturday"
"Mischief",1,1,18,-123.099524937712,49.27140333542,"Sunday"
"Mischief",8,2,18,-123.10226850923,49.2827681546192,"Wednesday"
"Theft from Vehicle",11,14,4,-123.099269764153,49.2693999651835,"Tuesday"
"Theft of Vehicle",5,1,0,-123.126566450488,49.2814776642492,"Monday"
"Theft from Vehicle",2,15,14,-123.083423840553,49.2773331170722,"Wednesday"
"Theft of Vehicle",5,9,18,-123.126566450488,49.2814776642492,"Tuesday"
"Theft from Vehicle",3,18,7,-123.065688937637,49.2764215644337,"Saturday"
"Theft from Vehicle",10,20,22,-123.065688937637,49.2764215644337,"Friday"
"Break and Enter Commercial",9,18,8,-123.127949116019,49.23581220359,"Monday"
"Theft from Vehicle",10,30,20,-123.100537857284,49.2700780960055,"Monday"
"Theft from Vehicle",6,1,21,-123.100537857284,49.2700780960055,"Thursday"
"Break and Enter Residential/Other",1,23,23,-123.188300401719,49.2451934061248,"Monday"
"Theft of Vehicle",4,9,22,-123.132739018074,49.2771098738452,"Sunday"
"Theft of Vehicle",12,6,16,-123.132640581706,49.2771618891076,"Wednesday"
"Theft of Vehicle",1,4,21,-123.121993005037,49.2774410479118,"Wednesday"
"Theft from Vehicle",2,4,13,-123.102155029781,49.2792862213782,"Saturday"
"Theft of Vehicle",1,4,7,-123.121260967741,49.2778054937725,"Wednesday"
"Theft from Vehicle",9,26,19,-123.124250149555,49.2623568458375,"Tuesday"
"Theft from Vehicle",10,14,8,-123.124250149555,49.2623568458375,"Saturday"
"Theft from Vehicle",9,7,22,-123.100797147775,49.2538311745577,"Thursday"
"Theft from Vehicle",9,28,9,-123.098624811941,49.2547202479436,"Thursday"
"Theft of Vehicle",11,1,22,-123.033546086971,49.2757848350838,"Wednesday"
"Theft from Vehicle",9,2,20,-123.079765788099,49.2362235167231,"Saturday"
"Mischief",10,20,23,-123.09526753317,49.2830972453653,"Friday"
"Break and Enter Commercial",3,5,22,-123.131676737979,49.2083561533484,"Sunday"
"Theft from Vehicle",9,14,20,-123.124406672163,49.2595585371326,"Thursday"
"Theft from Vehicle",11,1,17,-123.124406672163,49.2595585371326,"Wednesday"
"Theft from Vehicle",11,5,5,-123.124406672163,49.2595585371326,"Sunday"
"Mischief",5,25,7,-123.099138367992,49.2754456565179,"Thursday"
"Mischief",11,8,18,-123.100977963984,49.2619689873956,"Wednesday"
"Theft from Vehicle",2,14,19,-123.048787609744,49.2366803504667,"Tuesday"
"Mischief",1,11,12,-123.100938200486,49.2610719299448,"Wednesday"
"Theft from Vehicle",8,5,16,-123.185186275198,49.2385625579718,"Saturday"
"Theft of Vehicle",3,3,19,-123.084087282731,49.211031003895,"Friday"
"Break and Enter Residential/Other",3,8,11,-123.189687248391,49.2520026886997,"Wednesday"
"Theft from Vehicle",12,18,0,-123.055425492312,49.2366411955963,"Monday"
"Break and Enter Residential/Other",12,31,2,-123.190646412298,49.2520062372042,"Sunday"
"Break and Enter Residential/Other",3,14,20,-123.188242046711,49.2528291952726,"Tuesday"
"Break and Enter Residential/Other",2,21,16,-123.189148870219,49.2528325716268,"Tuesday"
"Break and Enter Residential/Other",6,4,15,-123.189948273445,49.2529177941902,"Sunday"
"Theft from Vehicle",2,12,20,-123.035498607237,49.2359661182612,"Sunday"
"Break and Enter Residential/Other",4,28,20,-123.188765120338,49.2538197957476,"Friday"
"Theft from Vehicle",8,2,19,-123.124039742336,49.2799093060328,"Wednesday"
"Theft from Vehicle",1,17,16,-123.196759553982,49.2386245634892,"Tuesday"
"Theft from Vehicle",10,10,20,-123.023656319264,49.2355158797139,"Tuesday"
"Mischief",3,11,5,-123.099788978301,49.2592533769199,"Saturday"
"Theft of Vehicle",11,12,19,-123.131011422933,49.2045654823349,"Sunday"
"Break and Enter Residential/Other",12,20,20,-123.188268432032,49.2556118252951,"Wednesday"
"Theft from Vehicle",9,18,20,-123.098743734876,49.2574337336149,"Monday"
"Break and Enter Residential/Other",10,31,10,-123.107630213036,49.2303958298879,"Tuesday"
"Mischief",9,6,21,-123.100170469842,49.2584258469951,"Wednesday"
"Theft from Vehicle",12,31,12,-123.147284797968,49.2376204230547,"Sunday"
"Theft of Vehicle",12,15,16,-123.12683866543,49.2586784996971,"Friday"
"Theft from Vehicle",12,13,4,-123.147488709657,49.237175347836,"Wednesday"
"Theft of Vehicle",6,6,8,-123.12669234331,49.263366514443,"Tuesday"
"Theft of Vehicle",8,21,0,-123.12669234331,49.263366514443,"Monday"
"Theft of Vehicle",5,2,7,-123.11969182075,49.2872266992904,"Tuesday"
"Theft from Vehicle",7,21,23,-123.08477431477,49.2367906084191,"Friday"
"Theft from Vehicle",9,3,12,-123.123647615727,49.2384839787562,"Sunday"
"Mischief",10,14,0,-123.100537857284,49.2700780960055,"Saturday"
"Mischief",10,22,6,-123.098930818085,49.2692117165673,"Sunday"
"Theft from Vehicle",5,5,0,-123.124687413158,49.2570336374179,"Friday"
"Theft of Vehicle",6,6,9,-123.125218007689,49.2862481953382,"Tuesday"
"Theft from Vehicle",2,6,13,-123.124470542671,49.2570300033182,"Monday"
"Mischief",1,26,19,-123.098608102705,49.2690273210355,"Thursday"
"Theft from Vehicle",3,6,22,-123.074118298203,49.2359056979908,"Monday"
"Theft from Vehicle",10,3,18,-123.124492248163,49.2561524964354,"Tuesday"
"Theft of Vehicle",3,24,15,-123.13255383365,49.2812162974795,"Friday"
"Theft from Vehicle",11,1,21,-123.099858187403,49.2583392235542,"Wednesday"
"Theft of Vehicle",5,4,12,-123.13255383365,49.2812162974795,"Thursday"
"Theft of Vehicle",12,2,10,-123.13255383365,49.2812162974795,"Saturday"
"Theft from Vehicle",6,13,21,-123.127180247647,49.2535679404705,"Tuesday"
"Break and Enter Residential/Other",11,21,8,-123.131132822851,49.285987520907,"Tuesday"
"Mischief",9,8,4,-123.097465823095,49.268481022418,"Friday"
"Theft from Vehicle",8,2,11,-123.127056212643,49.2525715860885,"Wednesday"
"Theft from Vehicle",1,4,0,-123.098976475452,49.2593259475604,"Wednesday"
"Mischief",10,21,0,-123.100709904876,49.249314208664,"Saturday"
"Mischief",12,14,8,-123.099758093088,49.2493840278425,"Thursday"
"Theft from Vehicle",12,9,16,-123.054166979182,49.2373454006811,"Saturday"
"Theft of Vehicle",6,15,7,-123.131323140672,49.280397702069,"Thursday"
"Theft of Vehicle",4,30,19,-123.140533205146,49.2881754303615,"Sunday"
"Mischief",1,1,12,-123.100420478571,49.247528997493,"Sunday"
"Mischief",10,4,22,-123.059791873827,49.275464530397,"Wednesday"
"Mischief",7,8,0,-123.059789058145,49.275637329372,"Saturday"
"Mischief",5,2,22,-123.099002102201,49.2682893778972,"Tuesday"
"Theft from Vehicle",7,13,8,-123.041611670808,49.2367652846985,"Thursday"
"Theft from Vehicle",5,28,21,-123.124676211619,49.2525317214785,"Sunday"
"Theft of Vehicle",6,12,17,-123.081256123617,49.2800103684576,"Monday"
"Theft from Vehicle",9,2,4,-123.082389254567,49.2373619130241,"Saturday"
"Theft from Vehicle",10,12,21,-123.028108566691,49.2364945545694,"Thursday"
"Theft from Vehicle",3,6,17,-123.126336710911,49.2516586401615,"Monday"
"Theft from Vehicle",7,30,20,-123.099922774953,49.2610595896282,"Sunday"
"Theft of Vehicle",4,1,23,-123.133892356448,49.2792890658443,"Saturday"
"Theft of Vehicle",4,17,19,-123.133892356448,49.2792890658443,"Monday"
"Theft of Vehicle",9,10,13,-123.122352567636,49.2757898711349,"Sunday"
"Theft from Vehicle",7,6,9,-123.101530778323,49.2381263839108,"Thursday"
"Theft from Vehicle",3,10,23,-123.044495485024,49.2373438635896,"Friday"
"Mischief",10,14,3,-123.100567230431,49.2256775234524,"Saturday"
"Theft from Vehicle",11,8,19,-123.033093616054,49.2371043710894,"Wednesday"
"Theft from Vehicle",1,2,1,-123.100949608284,49.2610720998823,"Monday"
"Theft from Vehicle",5,27,23,-123.125909924823,49.2366437161894,"Saturday"
"Theft from Vehicle",5,28,16,-123.125909924823,49.2366437161894,"Sunday"
"Theft of Vehicle",8,17,0,-123.081272334913,49.2790822343741,"Thursday"
"Theft from Vehicle",4,7,15,-123.127006453268,49.2338157581391,"Friday"
"Theft from Vehicle",11,26,23,-123.090357746348,49.2376698893668,"Sunday"
"Theft from Vehicle",2,21,20,-123.090357746348,49.2376698893668,"Tuesday"
"Mischief",4,5,5,-123.101455852301,49.2247509536554,"Wednesday"
"Theft from Vehicle",11,1,12,-123.127878101361,49.219156652299,"Wednesday"
"Theft from Vehicle",6,23,18,-123.126197072895,49.2191336740731,"Friday"
"Theft from Vehicle",1,22,2,-123.127945409423,49.2182067664374,"Sunday"
"Theft from Vehicle",2,13,22,-123.048749586869,49.2375473282938,"Monday"
"Theft of Vehicle",10,17,20,-123.081272334913,49.2790822343741,"Tuesday"
"Mischief",4,1,22,-123.128019550452,49.2824505111638,"Saturday"
"Theft from Vehicle",3,25,23,-123.102269477915,49.2804439797594,"Saturday"
"Theft of Vehicle",5,10,23,-123.081191213702,49.2791644174026,"Wednesday"
"Mischief",7,22,19,-123.065590582874,49.2749283295297,"Saturday"
"Theft from Vehicle",8,28,21,-123.027132720121,49.2375645024737,"Monday"
"Theft from Vehicle",5,4,16,-123.027761273704,49.2369504276602,"Thursday"
"Theft of Vehicle",4,30,12,-123.129918624172,49.2506511603023,"Sunday"
"Theft from Vehicle",11,22,17,-123.065363708947,49.2378514376373,"Wednesday"
"Break and Enter Commercial",8,29,16,-123.18534991471,49.2360357991797,"Tuesday"
"Theft from Vehicle",10,22,13,-123.095396888266,49.2830089859299,"Sunday"
"Theft from Vehicle",9,2,18,-123.081384678937,49.2380525604298,"Saturday"
"Theft from Vehicle",10,14,16,-123.039511362262,49.2387908516587,"Saturday"
"Theft from Vehicle",3,16,14,-123.039511362262,49.2387908516587,"Thursday"
"Theft from Vehicle",6,25,0,-123.039769553754,49.2385227947738,"Sunday"
"Theft from Vehicle",1,25,20,-123.123796076424,49.2734698234974,"Wednesday"
"Theft from Vehicle",1,13,2,-123.123796076424,49.2734698234974,"Friday"
"Theft from Vehicle",12,9,3,-123.113955614684,49.2558785807843,"Saturday"
"Theft from Vehicle",10,24,21,-123.185319953,49.2378309398028,"Tuesday"
"Break and Enter Residential/Other",4,21,22,-123.056542245002,49.2504125402896,"Friday"
"Theft of Vehicle",2,7,20,-123.128156772526,49.2825029808434,"Tuesday"
"Theft from Vehicle",12,31,21,-123.102263345193,49.2814012521068,"Sunday"
"Theft of Vehicle",7,19,1,-123.075834282196,49.274815467667,"Wednesday"
"Theft from Vehicle",12,16,12,-123.102263345193,49.2814012521068,"Saturday"
"Theft of Vehicle",10,26,0,-123.075834282196,49.274815467667,"Thursday"
"Break and Enter Commercial",4,21,23,-123.12682854719,49.2754303646131,"Friday"
"Theft of Vehicle",6,13,12,-123.098500989118,49.2741209405468,"Tuesday"
"Theft from Vehicle",11,20,19,-123.032297798337,49.2377087169706,"Monday"
"Theft of Vehicle",11,11,19,-123.065610217209,49.2739766275342,"Saturday"
"Mischief",10,12,7,-123.10002591512,49.2629257362379,"Thursday"
"Theft from Vehicle",7,15,20,-123.080169511632,49.2377466722334,"Saturday"
"Theft from Vehicle",9,13,10,-123.139326604436,49.2390950810558,"Wednesday"
"Break and Enter Residential/Other",4,22,3,-123.185109794361,49.2527600456419,"Saturday"
"Mischief",8,4,10,-123.099609595928,49.2822474977282,"Friday"
"Mischief",10,16,9,-123.099609595928,49.2822474977282,"Monday"
"Theft of Vehicle",8,28,5,-123.132066725367,49.2085390321894,"Monday"
"Mischief",9,9,20,-123.12804301081,49.2596971385814,"Saturday"
"Theft from Vehicle",11,11,16,-123.102263345193,49.2814012521068,"Saturday"
"Theft from Vehicle",10,11,14,-123.102263345193,49.2814012521068,"Wednesday"
"Theft from Vehicle",9,5,14,-123.102263345193,49.2814012521068,"Tuesday"
"Theft from Vehicle",5,31,13,-123.124182762298,49.265079407527,"Wednesday"
"Mischief",1,11,22,-123.098885780291,49.282234446744,"Wednesday"
"Mischief",5,2,5,-123.098885780291,49.282234446744,"Tuesday"
"Mischief",6,17,8,-123.098885780291,49.282234446744,"Saturday"
"Mischief",11,2,21,-123.098885780291,49.282234446744,"Thursday"
"Mischief",11,29,5,-123.098885780291,49.282234446744,"Wednesday"
"Theft of Vehicle",7,18,22,-123.133768458886,49.2814678421998,"Tuesday"
"Theft of Vehicle",5,26,22,-123.133485636126,49.2817758043894,"Friday"
"Theft of Vehicle",5,1,22,-123.139785884658,49.2844064601444,"Monday"
"Theft from Vehicle",6,8,14,-123.102263345193,49.2814012521068,"Thursday"
"Theft of Vehicle",4,24,4,-123.079215368482,49.2535873961066,"Monday"
"Theft from Vehicle",9,21,20,-123.044511354478,49.238799287967,"Thursday"
"Theft from Vehicle",9,2,0,-123.148689460686,49.2396380566835,"Saturday"
"Break and Enter Residential/Other",2,15,6,-123.187179063186,49.2643313992905,"Wednesday"
"Theft from Vehicle",9,19,8,-123.089263612821,49.238003743956,"Tuesday"
"Theft of Vehicle",10,21,3,-123.080310361253,49.2120096802374,"Saturday"
"Theft from Vehicle",8,23,1,-123.052944506024,49.2381276541737,"Wednesday"
"Theft of Vehicle",3,10,0,-123.081788253932,49.2094897827607,"Friday"
"Theft from Vehicle",9,13,17,-123.026157927555,49.238368902117,"Wednesday"
"Theft from Vehicle",11,10,9,-123.12542270834,49.2633466709566,"Friday"
"Theft from Vehicle",11,16,21,-123.12542270834,49.2633466709566,"Thursday"
"Theft from Vehicle",10,16,19,-123.051945647782,49.2389124928608,"Monday"
"Break and Enter Commercial",1,23,17,-123.117743972617,49.2354103535497,"Monday"
"Theft from Vehicle",11,28,19,-123.102121782594,49.2832271282855,"Tuesday"
"Theft from Vehicle",11,15,13,-123.102121782594,49.2832271282855,"Wednesday"
"Theft from Vehicle",11,11,12,-123.102121782594,49.2832271282855,"Saturday"
"Theft from Vehicle",10,17,3,-123.102121782594,49.2832271282855,"Tuesday"
"Theft from Vehicle",10,10,21,-123.102121782594,49.2832271282855,"Tuesday"
"Theft from Vehicle",9,29,3,-123.102121782594,49.2832271282855,"Friday"
"Theft from Vehicle",9,28,20,-123.102121782594,49.2832271282855,"Thursday"
"Theft from Vehicle",9,10,12,-123.102121782594,49.2832271282855,"Sunday"
"Theft from Vehicle",4,10,12,-123.124626043044,49.2633343100596,"Monday"
"Theft from Vehicle",8,7,7,-123.102121782594,49.2832271282855,"Monday"
"Theft from Vehicle",7,26,21,-123.102121782594,49.2832271282855,"Wednesday"
"Theft from Vehicle",7,1,19,-123.102121782594,49.2832271282855,"Saturday"
"Theft from Vehicle",6,12,15,-123.102121782594,49.2832271282855,"Monday"
"Theft from Vehicle",6,10,17,-123.102121782594,49.2832271282855,"Saturday"
"Theft from Vehicle",8,1,22,-123.124039742336,49.2799093060328,"Tuesday"
"Mischief",2,28,10,-123.098304443948,49.2823061845674,"Tuesday"
"Theft from Vehicle",4,7,21,-123.107470917746,49.2814929543675,"Friday"
"Mischief",11,21,15,-123.098105614426,49.2823025755736,"Tuesday"
"Theft from Vehicle",1,5,7,-123.114994702892,49.2871730004828,"Thursday"
"Theft from Vehicle",1,20,15,-123.114994702892,49.2871730004828,"Friday"
"Theft from Vehicle",2,6,20,-123.114994702892,49.2871730004828,"Monday"
"Theft from Vehicle",2,19,14,-123.114994702892,49.2871730004828,"Sunday"
"Theft from Vehicle",3,8,18,-123.114994702892,49.2871730004828,"Wednesday"
"Theft from Vehicle",4,3,12,-123.114994702892,49.2871730004828,"Monday"
"Theft from Vehicle",4,15,15,-123.114994702892,49.2871730004828,"Saturday"
"Theft from Vehicle",4,21,19,-123.114994702892,49.2871730004828,"Friday"
"Theft from Vehicle",5,8,17,-123.114994702892,49.2871730004828,"Monday"
"Theft from Vehicle",8,19,22,-123.114994702892,49.2871730004828,"Saturday"
"Theft from Vehicle",8,21,7,-123.114994702892,49.2871730004828,"Monday"
"Theft from Vehicle",8,22,8,-123.114994702892,49.2871730004828,"Tuesday"
"Theft from Vehicle",8,24,16,-123.114994702892,49.2871730004828,"Thursday"
"Theft from Vehicle",8,28,7,-123.114994702892,49.2871730004828,"Monday"
"Theft from Vehicle",8,28,12,-123.114994702892,49.2871730004828,"Monday"
"Theft from Vehicle",8,30,6,-123.114994702892,49.2871730004828,"Wednesday"
"Theft from Vehicle",8,30,23,-123.114994702892,49.2871730004828,"Wednesday"
"Theft from Vehicle",9,7,12,-123.114994702892,49.2871730004828,"Thursday"
"Theft from Vehicle",9,7,16,-123.114994702892,49.2871730004828,"Thursday"
"Theft from Vehicle",11,29,9,-123.114994702892,49.2871730004828,"Wednesday"
"Theft from Vehicle",12,1,9,-123.114994702892,49.2871730004828,"Friday"
"Theft from Vehicle",12,1,10,-123.114994702892,49.2871730004828,"Friday"
"Theft from Vehicle",12,5,9,-123.114994702892,49.2871730004828,"Tuesday"
"Theft from Vehicle",12,6,14,-123.114994702892,49.2871730004828,"Wednesday"
"Theft from Vehicle",12,8,23,-123.114994702892,49.2871730004828,"Friday"
"Mischief",5,10,21,-123.09975072855,49.2785276893718,"Wednesday"
"Mischief",4,8,0,-123.099536929255,49.2785247254265,"Saturday"
"Mischief",8,23,10,-123.099480860631,49.2786061801113,"Wednesday"
"Break and Enter Commercial",3,18,15,-123.137686165499,49.2058749002309,"Saturday"
"Theft from Vehicle",9,28,14,-123.081244791616,49.2384473702306,"Thursday"
"Theft from Vehicle",9,12,8,-123.081244791616,49.2384473702306,"Tuesday"
"Theft from Vehicle",11,12,23,-123.038720988622,49.2396158030791,"Sunday"
"Mischief",5,2,2,-123.099427513975,49.2786055064123,"Tuesday"
"Theft from Vehicle",6,30,17,-123.088053455125,49.2385334131762,"Friday"
"Theft from Vehicle",9,5,20,-123.046159446953,49.2386267421145,"Tuesday"
"Theft of Vehicle",8,4,0,-123.081788253932,49.2094897827607,"Friday"
"Theft of Vehicle",2,9,19,-123.079183011908,49.278543794236,"Thursday"
"Theft from Vehicle",12,4,0,-123.114310193029,49.2558883051564,"Monday"
"Theft from Vehicle",6,8,22,-123.124039742336,49.2799093060328,"Thursday"
"Theft of Vehicle",4,12,19,-123.079183011908,49.278543794236,"Wednesday"
